,lowerwhisker,Ladder_score,upperwhisker,Explained_by_Freedom_to_make_life choices,cluster
0,-3.9211481255791663,-0.03383784230762235,-0.015425729816110473,5.176468278270546e-05,2
1,-3.542537303280308,-0.015156064878559134,-0.007322126205843691,0.0004616900427784452,2
2,-3.444376038242013,-0.024994794300590647,0.011832536779614804,-0.0003533776569890269,0
3,-3.338668975240196,0.1410208555994243,-0.02944268162510502,6.753260440429602e-05,1
4,-3.222875225697705,0.032620452029335605,-0.043590466721616705,5.173400152048361e-05,2
5,-3.212777365230134,-0.05094595653259515,-0.02507861850646364,4.468438831953109e-05,1
6,-3.0745684939293003,-0.05666242925369039,-0.008511720867428135,0.0004542402405206294,0
7,-2.9406168928134226,0.010897931670976097,-0.01104256932299083,5.299677730323059e-05,2
8,-2.9202789891897742,-0.025480708123710522,0.05910701510805081,5.985504475185509e-05,0
9,-2.738157904250242,0.007496349309365482,-0.027284095460106433,4.89783040307213e-05,1
10,-2.6909883336141682,0.04690819862794163,-0.02052112951938538,5.454454038168746e-05,2
11,-2.6891578848272517,-0.0006176704339086969,-0.013609486740273152,-0.00035827654467698,1
12,-2.4564265973856187,0.009157435434500144,-0.022642490059899874,-0.00035970806172473554,2
13,-2.3698516493432087,0.004618162132669379,-0.018620877293486965,-0.00036002772141323347,0
14,-2.33590915052194,0.10152513997680736,-0.005363181106494332,6.176689368973206e-05,1
15,-2.335392123522815,0.04016142147496047,-0.0012126762824495963,5.5102522744548035e-05,2
16,-2.2781964200216915,0.06735628217552739,-0.04404873099411436,0.00045941580169321975,1
17,-2.2581157066036233,-0.037936984721463674,-0.021779498304611764,4.207876619421585e-05,1
18,-2.1695322034494064,0.024994859647238136,-0.02661523750388577,-0.0003598661017717001,2
19,-2.1059564089938014,0.1605758532547292,-0.014836823791436388,6.616460439721453e-05,0
20,-1.9351642042390595,0.057956316196990224,-0.04023565217962686,0.0004572216037528342,1
21,-1.9212126142334482,-0.0694996968363243,-0.009008376818114616,3.871059653934729e-05,0
22,-1.8484826509564807,-0.04918701108182284,-0.007115626072443828,-0.00036716350296484127,1
23,-1.8118707535053993,0.0010447644633934112,-0.006035768128997836,4.7079696648952556e-05,0
24,-1.8091209289778358,-0.030209415159511928,0.03774339027117443,5.038717461920098e-05,2
25,-1.7868256664173754,-0.11314908284974602,-0.034540303058583965,2.8721461976920753e-05,0
26,-1.7158082187325416,0.0659378860218237,-0.01798152551483549,0.00046068324488353823,1
27,-1.6498535924836562,-0.05820198769194644,-0.027809279637997068,-0.00037255117216397854,2
28,-1.597258801428129,0.12693632771754054,0.007749153502113024,6.328570446797767e-05,0
29,-1.5955098658294464,-0.061801720364275836,0.012188236097085811,-0.00036680295228733753,0
30,-1.5860631339110107,-0.10563075654372533,-0.046694121866794454,0.0004349228457250887,1
31,-1.5433294612045838,0.08701960849943734,-0.03256367825467044,0.0004600043271021886,0
32,-1.4832357482633947,0.17747843753579376,0.004736535613184279,-0.0003399705009384985,2
33,-1.4290615253757815,-0.026949119470317195,0.009689003717611642,-0.0003638600609554257,2
34,-1.3662190350220875,0.06474393947911768,-0.025213780146052852,-0.00035883933594145213,1
35,-1.3631239382491076,-0.022807615592762565,0.00030377341971449164,-0.0003652016938319886,0
36,-1.3143137004099896,-0.06266981522541833,-0.035674105297029815,3.22471434873836e-05,2
37,-1.2494802719040454,-0.0295909654337835,0.066076892392383,-0.000355971655715556,2
38,-1.2372220049914169,0.09387430977882992,-0.03657248924727105,5.042466437011847e-05,1
39,-1.2408393749288635,-0.05936061306599098,0.050357384075698106,-0.00036210355281256814,1
40,-1.1594120433706876,0.02108947630044181,-0.042735101249452276,4.0354189930413235e-05,2
41,-1.0959974569920434,-0.15759686313382662,0.10913913068631687,4.316968606638497e-05,1
42,-1.050565167899705,-0.04384970254414972,0.13575320915862213,0.0004690718889500671,1
43,-1.0421713212352857,-0.03356489654225695,-0.028860211029013597,3.548475046855106e-05,2
44,-1.0396353977613717,-0.02668678284720193,0.05709387981282817,-0.0003581034668495267,1
45,-1.0090260466779188,0.13709353592319065,-0.0057066016107945264,5.944015936414497e-05,0
46,-1.0129191219002178,0.03785894107723414,-0.04435034398659041,4.137733946600992e-05,2
47,-1.0024945826449998,0.09136878632484015,0.0005052605547245609,5.494667304173051e-05,0
48,-1.0044655297609169,0.032434462871627316,0.019680530741366522,-0.00035724241903234194,2
49,-1.0068623039276254,-0.12299559726217829,0.02364935416735936,-0.00037515913313585745,2
50,-0.857348264273808,0.08346589977330889,-0.00792626589934495,5.1930629285606005e-05,2
51,-0.8313193224171984,-0.004854578872812664,0.009388873937382209,-0.00036420634309787113,2
52,-0.8297298541184255,-0.034240601951411494,0.07876419504986781,-0.0003565453558297305,0
53,-0.8230337592037534,-0.15775460594979265,-0.00935409453328062,0.000430963451697969,0
54,-0.8146055420517289,-0.07973776373602992,0.04944503075723571,0.00044971715419225275,0
55,-0.7407117966524993,-0.1143178690226681,-0.019262691449043797,2.5902969004055835e-05,0
56,-0.6993652777179821,0.13192755619775268,-0.035126336029846994,5.256053232258124e-05,1
57,-0.6547515448266165,0.32748546874140444,-0.020888462872959795,7.799742874390478e-05,1
58,-0.6205191488974949,-0.0014358974440779472,-0.011621505766647704,4.002879173204244e-05,1
59,-0.5206285425092184,-0.05736597251524029,0.0053105182756220904,3.55848492151097e-05,0
60,-0.5062993002131658,0.14333085006938312,-0.03634830940930771,5.2777132840422595e-05,2
61,-0.4959449705547405,-0.1670877266971751,-0.05412732669417095,1.2777963067635112e-05,1
62,-0.4795386591193323,-0.04384020586238949,-0.02799881473029476,0.00043987949324231663,1
63,-0.48040105410080913,-0.09878039213290424,-0.05254788487156951,2.1116247680053627e-05,2
64,-0.3892706993943748,-0.17924808880357662,-0.037347630479849445,0.00042175326926331013,2
65,-0.34202673832570096,-0.11933282478444569,-0.018989782411648923,2.3388656998801768e-05,0
66,-0.30611972233819545,-0.013096179115006762,0.135572373109745,6.0810034713916944e-05,1
67,-0.2749422318509028,-0.035631834237217316,0.06955774989852409,-0.00036092140592220085,0
68,-0.24771027100768225,-0.0939532111207234,-0.02004361923423179,0.00043403556215068986,0
69,-0.19829318223623216,0.10524237326621907,-0.06730794605822578,4.1724494527480715e-05,0
