,lowerwhisker,Ladder_score,upperwhisker,Explained_by_Freedom_to_make_life choices,cluster
70,-0.14947460741572904,0.06223437783326604,0.02825303183819274,-0.00035650259422110475,2
71,-0.14990465274847947,-0.01303608885236382,-0.012139174197552097,0.00044449522427990074,0
72,-0.04626217423951455,-0.08091274954863233,0.02044649986368592,3.2879849030492573e-05,0
73,-0.026272319543652892,-0.017570105782914562,-0.005187758051554027,3.621790517248591e-05,0
74,0.031147834776546954,-0.008809261549982673,-0.018460794037407406,3.484347408768379e-05,0
75,0.028947748425841767,-0.17623284347441753,0.027414075738340073,2.224586948230776e-05,2
76,0.13457148917729467,-0.02204934688932754,-0.017962952132177537,3.2833768582646944e-05,0
77,0.31754482920348587,-0.0431011839221412,0.021208567570351246,0.00044398021186338053,0
78,0.350214786098607,-0.027522718921540755,-0.00407610754588037,-0.0003748903289561065,2
79,0.36842405001108725,-0.0760314672449533,-0.015181240817109426,-0.00038256429059986227,1
80,0.3869644144336997,0.2701302079533816,0.00028307956106704595,6.943814338813463e-05,1
81,0.41429848742084235,0.11557803818574412,-0.04646442582733856,0.000451555939243489,0
82,0.4621765880861664,-0.03108405335905711,-0.00538228253648447,3.217184886051494e-05,0
83,0.4567229210950653,-0.14393708276124773,-0.029780440379690878,-0.0003934629199747513,1
84,0.4707885301528801,0.052609430800911315,0.017575928619549305,-0.00036242100416107484,2
85,0.48475881747425387,0.049903972405887814,0.06040511893161613,5.233705036867056e-05,0
86,0.5037392802654769,0.002288841124464191,-0.03492251047634167,-0.00037705408009870776,0
87,0.5858531225016586,0.14306325338286488,-0.004086147051155641,-0.0003556713050673812,2
88,0.7422360014050484,-0.21288352642749758,0.023122006410972833,-0.00039457763337879355,0
89,0.7522267683833445,-0.034116402969023976,-0.03791744489374243,0.0004333897497366313,0
90,0.8260568564682121,0.13017801066131554,0.01329113628376377,5.2657520567929516e-05,2
91,0.817490916553236,-0.04973707920668744,-0.03124021221076741,0.00043227893735439026,2
92,0.8546874128197889,0.030454470763118,0.014444537963175843,-0.0003674588177604615,2
93,0.8917715895194391,0.14996913927474634,0.012442624034395866,-0.00035368614591710964,1
94,0.9804066802445033,0.04258822391702167,0.027110943307241873,-0.0003645859944776832,0
95,0.9954393423168281,0.08594175532098937,0.005562802245591777,4.529522208304291e-05,1
96,1.0193191975619391,-0.1410808427429425,0.11897132221406014,3.633216878086681e-05,2
97,1.0539374770316563,0.1358044773205876,0.03387670492583417,5.552704856624187e-05,1
98,1.1093028031196244,-0.05344222372205671,-0.029852140291767765,2.2377688909788356e-05,0
99,1.1686171967241874,0.20371925007203,-0.04124416775686303,5.097158054740006e-05,2
100,1.1935645157691923,-0.03712893784334633,-0.019135775490079967,2.5639302194529914e-05,1
101,1.433824973039066,0.13952526808010193,0.21045995827272904,8.255981434989875e-05,0
102,1.5757314023770983,0.04047751679898081,0.05401856549628155,-0.0003634276838270251,0
103,1.5879853433041757,0.07894990252072015,-0.010196343314981576,3.9008639772830494e-05,1
104,1.631565276923864,0.3329474780302118,0.041532606810776265,-0.0003307749328531878,2
105,1.62552979164526,-0.06519525831896324,-0.033252504296848256,1.7888892842914276e-05,2
106,1.7128271527980272,-0.0563213292933321,0.004671787419544111,0.00043287952096447506,0
107,1.8061464079616116,-0.09383196821224284,0.08489315938369314,0.00044086691142791447,1
108,1.8252528599660196,0.19329841210088464,-0.05255840017946782,4.4676683556893106e-05,2
109,1.8357467507746206,0.03207489092670563,-0.02429755196435105,-0.0003783292954770068,0
110,1.9082580157623161,-0.09463571145327453,0.013788398290935953,-0.0003876855006043685,1
111,1.9304198776997765,0.01742528710409089,0.03716551714337972,0.0004458563098812062,1
112,1.9951575174242087,0.04213557294967944,0.12506773702134197,-0.00035384167390588143,2
113,1.9792811986185177,-0.32406600156250115,-0.0648554011993165,0.0003883809318728725,2
114,2.027471985413554,-0.04043331164626721,-0.03019982292880035,1.936373311149949e-05,1
115,2.032117408241572,-0.02167564940691258,0.0138046745681651,0.0004369210379647244,0
116,2.179872535237125,-0.18424026369617005,-0.03389205971338348,8.403249118667825e-07,2
117,2.202722082758955,0.14101459064298336,0.08104253562196463,0.00046635290627952144,2
118,2.334272549365102,-0.015015782430719422,-0.04608049226729745,-0.00038991483916508247,2
119,2.380129294166082,-0.04295310110972501,-0.055246010206032786,0.0004215419990290523,0
120,2.443035867946864,0.051640442387584924,-0.0022193742376169514,0.00044107808516132994,2
121,2.465396822644698,-0.09756625322203262,-0.0507543132160753,-0.0004011740253550184,0
122,2.52026180270105,-0.038232070715706085,0.03612657257763376,-0.00038035522494382623,0
123,2.605185118086421,-0.0690365495367945,0.17486163581649306,0.0004544002049216079,2
124,2.600138691263217,-0.2678464088495592,-0.15524431388517038,-3.076772472361737e-05,2
125,2.657398182532511,0.21919512191272603,0.042581088709873594,5.901212012082087e-05,1
126,2.7035606585751824,-0.1414603075643027,0.03173281861863388,1.3952411169627774e-05,1
127,3.1982681348061277,-0.22535177561914616,-0.034927127419156365,-0.0004174905749532016,1
128,3.4813082075270625,0.24531549970899216,0.09892665808898145,0.00047541169065577516,0
129,3.547854200678545,-0.12751544141696433,0.005034610848214822,0.0004154154072118181,1
130,3.654839592423325,-0.1288436270155665,0.13277345013230404,2.7066871687056302e-05,0
131,4.052600118432373,-0.03818428617175744,0.017255279388823132,1.7327700036463508e-05,2
132,4.057396546876291,-0.02195884261617002,-0.07763176656005649,-0.00040429618694667115,1
133,4.172128821759908,-0.03840071199754243,-0.020832382871605336,-0.0003976713789905702,0
134,5.472563099513421,0.1503407066134513,-0.13876542232296732,7.729866542641097e-06,1
135,6.400091944443536,0.2290763911513974,-0.18286682590432957,5.471200844104033e-06,2
